h,TRUE,BIAS,SDEV,RMSE,CF95,CF95Length 
0.00,2.8847,-0.00720081630238623,0.403141770614228,0.40320607506509,0.939,1.37829014306516 
0.01,2.8847,-0.00835944105124176,0.35595883433763,0.356056978583054,0.9335,1.33857098006983 
0.02,2.8847,0.00412076319126875,0.37180758846657,0.371830423083702,0.936,1.37300401644649 
0.03,2.8847,-0.0123807919700938,0.388208169003456,0.388405543846664,0.9365,1.4380962859097 
0.04,2.8847,0.0110246774262706,0.410091176895499,0.410239340970474,0.936,1.52940677433602 
0.05,2.8847,0.00148128042709539,0.432118391426685,0.432120930297167,0.938,1.61443945091789 
0.06,2.8847,0.0076076173885089,0.460155794123986,0.460218677052775,0.9315,1.69689690705482 
0.07,2.8847,0.00772559356749758,0.474399539168514,0.474462440620192,0.936,1.77427529215886 
0.08,2.8847,0.00694477920994441,0.490293157881891,0.490342340231875,0.938,1.84248645333561 
0.09,2.8847,0.0146377681245529,0.492770570537686,0.492987930322543,0.943,1.88694610694763 
0.10,2.8847,0.0173965075009641,0.501946854216772,0.502248228400404,0.945,1.93235393546828 
