h,TRUE,BIAS,SDEV,RMSE,CF95,CF95Length 
0.00,2.86605,0.0225945633177629,0.969382560777764,0.969645844332649,0.9305,1.18024982439841 
0.01,2.86605,0.00893035812023779,0.278358521091815,0.278501737087182,0.9375,1.03628553583297 
0.02,2.86605,0.00150452561103753,0.282562463436855,0.282566468889744,0.9405,1.06638600072465 
0.03,2.86605,-0.00297986669282979,0.293324276927377,0.293339412695389,0.9435,1.13814725383768 
0.04,2.86605,0.0125385837454841,0.319743291009402,0.319989043918485,0.9385,1.21410522037002 
0.05,2.86605,0.00206734864165892,0.347754547522138,0.347760692506691,0.9335,1.28280043308937 
0.06,2.86605,-0.00692232496273393,0.350532438285117,0.350600782761532,0.9455,1.33645495996194 
0.07,2.86605,0.0099506809157246,0.361734393228413,0.361871230267086,0.9455,1.38877635838522 
0.08,2.86605,-0.0111626649670278,0.359116910804446,0.359290357113706,0.956,1.42840606469419 
0.09,2.86605,-0.00198971768343048,0.392464944010321,0.392469987710505,0.933,1.46009932090641 
0.10,2.86605,-0.00231384044757865,0.38524821394723,0.385255162466576,0.9465,1.47335585885388 
