h,TRUE,BIAS,SDEV,RMSE,CF95,CF95Length 
0.00,1.47289,0.00101282606459274,0.43515524165759,0.435156420334933,0.8445,1.21794992250088 
0.01,1.47289,-0.0133527307407637,0.414957803601944,0.415172583618409,0.8825,1.32176644259365 
0.02,1.47289,0.0113921718278043,0.462995689965895,0.463135822956883,0.906,1.54522853093153 
0.03,1.47289,-0.0101417734415601,0.502187239383139,0.502289636532348,0.913,1.76032309042754 
0.04,1.47289,-0.00543427255181017,0.553859657026418,0.553886315952641,0.923,1.94665607581574 
0.05,1.47289,0.0190909738470888,0.563010048435877,0.563333631094575,0.9295,2.0825054846786 
0.06,1.47289,-0.013948436423358,0.596162308502973,0.596325462275636,0.923,2.17634335543285 
0.07,1.47289,0.0110059538925444,0.609775860838382,0.60987517696843,0.932,2.24901982513956 
0.08,1.47289,-0.0243896507016477,0.639818493252611,0.640283186855153,0.929,2.30006609086502 
0.09,1.47289,-0.00431133277012763,0.637934865260445,0.637949433658435,0.9285,2.31408615849367 
0.10,1.47289,0.014326956841892,0.644416529348642,0.64457577133344,0.9365,2.35610689392527 
