h,TRUE,BIAS,SDEV,RMSE,CF95,CF95Length 
0.00,1.488699,0.0128787326169093,0.25210113356192,0.25242987798005,0.918,0.813146054156374 
0.01,1.488699,0.000867378279096886,0.224913840696507,0.2249155132087,0.9235,0.796684372952979 
0.02,1.488699,-0.00533331563933803,0.228398408008318,0.228460668467119,0.9335,0.849331420479368 
0.03,1.488699,-0.00709068000172941,0.254621181257966,0.254719892603795,0.934,0.943823367781236 
0.04,1.488699,-0.00202612571715122,0.285353221095455,0.285360414169474,0.9375,1.0648141963875 
0.05,1.488699,0.00525194731491507,0.319981936663399,0.320025034554265,0.931,1.18388871154001 
0.06,1.488699,0.00566114122426065,0.333313210686134,0.33336128290169,0.944,1.28661162389981 
0.07,1.488699,0.00152310361641939,0.363219829607243,0.363223023037556,0.9415,1.37175603063916 
0.08,1.488699,0.00265904463704802,0.376796410656545,0.376805792951803,0.9465,1.44184632882052 
0.09,1.488699,0.0042107726315197,0.388784901021939,0.388807702944262,0.9415,1.48797867786641 
0.10,1.488699,-0.0235351464008486,0.404064444335238,0.404749278309491,0.9435,1.53051200080241 
