h,TRUE,BIAS,SDEV,RMSE,CF95,CF95Length 
0.00,1.47289,-0.019513543794111,0.420842677949487,0.421294834973205,0.854,1.21857495438958 
0.01,1.47289,0.0115856049736285,0.391169409487703,0.391340942352782,0.878,1.22573141859566 
0.02,1.47289,-0.0278739456668264,0.385146124124273,0.386153458841154,0.905,1.31057467834289 
0.03,1.47289,0.00553182113045292,0.434089889453104,0.434125135381986,0.904,1.44634869493114 
0.04,1.47289,0.00771808873944857,0.465949971167543,0.466013888768161,0.9045,1.57476901699682 
0.05,1.47289,0.00825087171000605,0.478082310605536,0.47815350317435,0.9215,1.6646655930145 
0.06,1.47289,0.00674097560811382,0.507519231409367,0.507563996952605,0.916,1.75987320699462 
0.07,1.47289,-0.00933144836796185,0.507823332337607,0.507909059571806,0.924,1.82161446103216 
0.08,1.47289,-0.00692175364073222,0.525820799777363,0.525866355790109,0.9215,1.86543182723492 
0.09,1.47289,-0.000796853170733858,0.527391657569764,0.527392259565079,0.927,1.91543415586017 
0.10,1.47289,-0.010536205036402,0.555177592215913,0.555277561688952,0.9185,1.94763723672559 
