h,TRUE,BIAS,SDEV,RMSE,CF95,CF95Length 
0.00,1.7339,0.00204204731741009,0.303070379662933,0.303077259104475,0.9405,0.893630208654562 
0.01,1.7339,-0.00151956743734072,0.219459178849568,0.219464439640055,0.936,0.832400271815684 
0.02,1.7339,-0.0049311178350111,0.220042940660897,0.220098186402791,0.934,0.81053479795638 
0.03,1.7339,-0.00575210671307502,0.218803803614937,0.218879398774764,0.9325,0.819138335364067 
0.04,1.7339,0.0033044232079924,0.227848335114569,0.227872295435883,0.936,0.846427159236358 
0.05,1.7339,-0.00209177827010931,0.243291374438211,0.2433003666507,0.932,0.89069225338891 
0.06,1.7339,0.00762323303560364,0.246224961522385,0.246342942579273,0.936,0.929673181987916 
0.07,1.7339,-0.00791751095434701,0.261081496048519,0.26120152097307,0.931,0.971882318512893 
0.08,1.7339,-0.00212708981532561,0.276416552053049,0.276424736157925,0.931,1.00589873849739 
0.09,1.7339,0.00561726813381047,0.274613839687016,0.27467128471854,0.941,1.03927099110458 
0.10,1.7339,-0.00398114294896557,0.286735696652603,0.286763333140822,0.939,1.06786592970795 
