h,TRUE,BIAS,SDEV,RMSE,CF95,CF95Length 
0.00,1.73659,0.00719571450407841,0.471432793169052,0.471487705865592,0.9205,1.37022239249345 
0.01,1.73659,0.00440925980656814,0.34094315598103,0.340971666245667,0.9325,1.24099991250487 
0.02,1.73659,2.33837589551644e-05,0.334680325964161,0.33468032678106,0.936,1.23964169620654 
0.03,1.73659,-0.0043025042256899,0.346600065239681,0.346626768681767,0.937,1.27672526604788 
0.04,1.73659,-0.00153560825302268,0.361573629917207,0.361576890777345,0.936,1.33358739390131 
0.05,1.73659,-0.00201096305967141,0.378013104105868,0.378018453052469,0.933,1.39799622077272 
0.06,1.73659,0.000281497933964703,0.394663974911415,0.394664075301977,0.936,1.45686883566909 
0.07,1.73659,-0.0070315219566861,0.408084137748531,0.408144711815539,0.9395,1.50634357966943 
0.08,1.73659,-0.00235325326799751,0.433824549102878,0.433830931591166,0.925,1.55547306005589 
0.09,1.73659,0.000287339350596216,0.43291244904929,0.432912544407939,0.9375,1.59310904790894 
0.10,1.73659,0.0113001846945322,0.433194130504038,0.433341492217489,0.932,1.61904029274046 
