h,TRUE,BIAS,SDEV,RMSE,CF95,CF95Length 
0.00,1.738719,0.0171458131152384,0.566757827196764,0.567017119314911,0.907,1.51376150978584 
0.01,1.738719,0.00548696406941018,0.404888702463382,0.404925879831334,0.922,1.4268561020587 
0.02,1.738719,0.0136634750483415,0.427709805566373,0.427927994326173,0.933,1.55793126409178 
0.03,1.738719,-0.000349097657084574,0.464137528107982,0.464137659393592,0.9275,1.68436112477188 
0.04,1.738719,-0.00923053172944166,0.490151496904244,0.490238403874563,0.9325,1.82204217856603 
0.05,1.738719,-0.00973868917212894,0.527633825865409,0.527723693104792,0.9265,1.89749168402975 
0.06,1.738719,0.00742351611594838,0.520279435794063,0.520332393669385,0.9425,1.97823084287367 
0.07,1.738719,0.00762103937222625,0.53684244688874,0.536896538471429,0.939,2.02018544187599 
0.08,1.738719,-0.0055247943469523,0.570541438497126,0.570568187331668,0.937,2.07087896447108 
0.09,1.738719,0.00590112875013427,0.570124102036835,0.570154641342008,0.932,2.10234801936762 
0.10,1.738719,0.0084646112315665,0.571967222393524,0.5720298533607,0.9355,2.14413344063758 
