h,TRUE,BIAS,SDEV,RMSE,CF95,CF95Length 
0.00,1.73659,-0.0117715859081458,0.343644963818352,0.343846523019369,0.921,1.03326154359087 
0.01,1.73659,0.00169468909928483,0.258277130394082,0.258282690197669,0.9255,0.925794143180643 
0.02,1.73659,-0.00916002793623005,0.276674501466281,0.27682609319464,0.9145,0.975067388034979 
0.03,1.73659,0.00241670060730548,0.289852907398269,0.289862982060585,0.9315,1.05963025453128 
0.04,1.73659,-0.0088243149746916,0.300832504269382,0.300961898186066,0.9395,1.13294708268712 
0.05,1.73659,0.00525441448164754,0.320061050040138,0.320104177767709,0.943,1.20603592866535 
0.06,1.73659,0.00528902121654218,0.342281389409167,0.342322250637172,0.9405,1.27086727046605 
0.07,1.73659,0.00109286625205618,0.344194927390615,0.344196662386601,0.947,1.31886916958325 
0.08,1.73659,0.0160915012571472,0.356148473743645,0.356511811533133,0.9425,1.36049193449239 
0.09,1.73659,0.00405604765237566,0.364246988489816,0.364269570711662,0.942,1.38854882033752 
0.10,1.73659,-0.0119410616592899,0.37331479436989,0.373505722377829,0.941,1.41308143212392 
